<<<<<<< HEAD
Cities,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
ancud,-41.87,-73.82,42.8,75.0,75.0,6.93,CL,1594591218.0
the valley,18.22,-63.06,87.8,74.0,40.0,12.75,AI,1594591218.0
flinders,-34.58,150.86,46.99,89.0,72.0,1.01,AU,1594591218.0
millinocket,45.66,-68.71,80.6,74.0,20.0,4.7,US,1594591001.0
sayansk,54.11,102.16,55.98,83.0,48.0,2.17,RU,1594591076.0
nizhniy kuranakh,58.84,125.49,77.56,57.0,31.0,1.3,RU,1594591219.0
kautokeino,69.01,23.04,48.87,83.0,96.0,7.09,NO,1594591219.0
san francisco,37.77,-122.42,78.8,46.0,1.0,19.46,US,1594591184.0
uglovskoye,51.36,80.19,64.33,75.0,88.0,4.92,RU,1594591220.0
pampa,35.54,-100.96,105.8,15.0,1.0,17.22,US,1594590941.0
caravelas,-17.71,-39.25,71.24,83.0,57.0,4.12,BR,1594591221.0
tilichiki,60.47,166.1,51.04,93.0,100.0,4.74,RU,1594591221.0
yumen,40.28,97.2,74.01,24.0,100.0,5.84,CN,1594590936.0
steinbach,50.17,8.57,70.0,45.0,83.0,11.41,DE,1594591222.0
gummersbach,51.03,7.55,64.0,70.0,95.0,5.7,DE,1594591222.0
porangatu,-13.44,-49.15,77.27,34.0,11.0,1.83,BR,1594591222.0
mnogovershinnyy,53.94,139.92,60.82,77.0,96.0,0.96,RU,1594591223.0
llanes,43.42,-4.75,66.0,90.0,30.0,3.0,ES,1594591223.0
mago,53.25,140.18,62.91,78.0,94.0,2.26,RU,1594591223.0
wajima,37.4,136.9,68.63,74.0,100.0,1.81,JP,1594591223.0
saldanha,-33.01,17.94,57.2,82.0,49.0,23.04,ZA,1594591223.0
adrar,20.5,-10.07,95.74,28.0,33.0,7.83,MR,1594591224.0
anadyr,64.75,177.48,55.4,82.0,20.0,4.47,RU,1594591222.0
kandrian,-6.22,149.55,78.58,86.0,100.0,3.27,PG,1594591224.0
presidencia roque saenz pena,-26.79,-60.44,63.55,79.0,6.0,4.74,AR,1594591224.0
jawhar,2.78,45.5,75.31,85.0,39.0,12.95,SO,1594591225.0
redlands,34.06,-117.18,104.0,8.0,40.0,6.93,US,1594591004.0
ramshir,30.89,49.41,91.4,26.0,0.0,9.17,IR,1594591225.0
nechi,8.09,-74.78,86.25,68.0,66.0,3.24,CO,1594591225.0
lafiagi,8.87,5.42,75.78,90.0,81.0,3.58,NG,1594591225.0
havelock,34.88,-76.9,87.8,66.0,75.0,12.75,US,1594591005.0
moindou,-21.69,165.68,69.8,68.0,75.0,2.24,NC,1594591226.0
lubyany,56.04,51.4,66.2,68.0,0.0,6.71,RU,1594591226.0
alta floresta,-9.88,-56.09,82.22,42.0,8.0,3.69,BR,1594591204.0
mandalgovi,45.76,106.27,64.71,57.0,2.0,2.44,MN,1594591227.0
karasburg,-28.02,18.75,53.06,39.0,12.0,9.4,NA,1594591227.0
pitkyaranta,61.57,31.48,54.5,85.0,77.0,3.18,RU,1594591227.0
oyama,36.3,139.8,72.0,88.0,75.0,9.17,JP,1594591227.0
alappuzha,9.49,76.33,78.91,85.0,54.0,6.53,IN,1594591054.0
paka,4.64,103.44,75.2,100.0,100.0,3.36,MY,1594591228.0
agirish,61.92,63.02,63.79,71.0,69.0,8.81,RU,1594591228.0
meadow lake,34.8,-106.54,98.6,11.0,75.0,6.93,US,1594591228.0
nouadhibou,20.93,-17.03,73.4,78.0,0.0,11.41,MR,1594591228.0
sirjan,29.45,55.68,76.12,27.0,46.0,10.54,IR,1594591229.0
port blair,11.67,92.75,81.63,80.0,100.0,13.51,IN,1594590979.0
jutai,-5.18,-68.9,77.88,93.0,84.0,2.13,BR,1594591229.0
ginda,30.69,78.49,63.72,71.0,5.0,3.27,IN,1594591229.0
aswan,24.09,32.91,86.05,21.0,34.0,11.34,EG,1594590955.0
wad rawah,15.16,33.14,84.94,49.0,90.0,18.86,SD,1594591230.0
olafsvik,64.89,-23.71,51.06,82.0,54.0,3.31,IS,1594591120.0
vysokogornyy,50.12,139.15,63.57,73.0,36.0,1.25,RU,1594591230.0
mayo,38.89,-76.51,87.8,55.0,75.0,11.41,US,1594591231.0
kenora,49.82,-94.43,75.2,57.0,75.0,8.05,CA,1594591231.0
krasnoselkup,65.7,82.47,53.37,73.0,50.0,4.72,RU,1594591231.0
tehachapi,35.13,-118.45,93.99,12.0,1.0,17.22,US,1594591143.0
de land,29.03,-81.3,96.01,47.0,40.0,6.93,US,1594591231.0
flin flon,54.77,-101.86,75.2,60.0,75.0,11.41,CA,1594591232.0
buchanan,5.88,-10.05,77.0,94.0,75.0,7.16,LR,1594591232.0
alyangula,-13.85,136.42,71.6,53.0,65.0,5.82,AU,1594591102.0
kekri,25.97,75.15,82.18,74.0,100.0,11.83,IN,1594591232.0
devils lake,48.11,-98.87,82.4,45.0,20.0,9.17,US,1594591232.0
bull savanna,17.89,-77.59,82.87,65.0,32.0,10.92,JM,1594591233.0
sitio novo do tocantins,-5.52,-47.46,79.48,51.0,72.0,2.66,BR,1594591233.0
lashma,54.93,41.14,63.09,87.0,0.0,2.8,RU,1594591233.0
teguise,29.06,-13.56,71.6,83.0,20.0,17.22,ES,1594591233.0
lulea,65.58,22.15,57.2,87.0,100.0,8.05,SE,1594591234.0
dromolaxia,34.88,33.59,79.0,88.0,0.0,4.7,CY,1594591234.0
tervuren,50.82,4.51,60.8,72.0,47.0,4.7,BE,1594591234.0
mount isa,-20.73,139.5,46.4,61.0,0.0,11.41,AU,1594591234.0
turan,16.07,108.22,78.8,88.0,20.0,3.36,VN,1594591206.0
huarmey,-10.07,-78.15,66.34,70.0,18.0,7.81,PE,1594591235.0
hasaki,35.73,140.83,66.0,100.0,75.0,9.17,JP,1594591235.0
acapulco,16.86,-99.89,87.8,70.0,75.0,4.7,MX,1594591201.0
bria,6.54,21.99,69.94,93.0,100.0,2.17,CF,1594591131.0
dunedin,-45.87,170.5,44.01,71.0,0.0,9.53,NZ,1594591138.0
port keats,-14.25,129.55,68.11,27.0,100.0,13.71,AU,1594591236.0
rio gallegos,-51.62,-69.22,32.0,91.0,0.0,17.22,AR,1594591236.0
alexandria,31.22,29.96,77.0,78.0,40.0,9.17,EG,1594591205.0
tuscaloosa,33.21,-87.57,78.8,78.0,1.0,3.36,US,1594591237.0
kattivakkam,13.22,80.32,80.6,94.0,90.0,3.36,IN,1594591237.0
kiunga,-6.12,141.29,73.04,98.0,98.0,1.32,PG,1594591237.0
san miguel,13.48,-88.18,93.2,36.0,20.0,11.41,SV,1594591237.0
tessalit,20.2,1.01,94.15,25.0,43.0,10.94,ML,1594591237.0
yenagoa,4.92,6.26,74.41,94.0,95.0,3.47,NG,1594591238.0
samandag,36.08,35.98,80.6,74.0,20.0,14.99,TR,1594591238.0
chapais,49.78,-74.85,62.6,88.0,90.0,10.29,CA,1594591238.0
talnakh,69.49,88.4,53.6,81.0,75.0,4.47,RU,1594591219.0
constitucion,-35.33,-72.42,53.67,81.0,100.0,6.6,CL,1594591239.0
>>>>>>> d0ed33aaa964f0284c9842ffbd42cb5d6c6733cc
